repository,url,owner,stars,last_updated
Amtaf/ENS_10K_Subgraph,https://github.com/Amtaf/ENS_10K_Subgraph,amtaf,0,2023-01-09 20:19:12+00:00
teddy-cash/dev,https://github.com/teddy-cash/dev,teddy-cash,6,2023-01-09 16:20:18+00:00
henri-npx/shprd-prod-bnb,https://github.com/henri-npx/shprd-prod-bnb,henri-npx,0,2023-01-03 14:21:43+00:00
OpenST/mosaic-chains,https://github.com/OpenST/mosaic-chains,openst,13,2022-12-30 17:21:02+00:00
ripples3/daohaus-subgraph,https://github.com/ripples3/daohaus-subgraph,ripples3,0,2022-12-22 17:58:40+00:00
0xSenzel/chainlink-graph-randomwinner,https://github.com/0xSenzel/chainlink-graph-randomwinner,0xsenzel,0,2022-12-22 11:16:18+00:00
d3centr/uniswap-dapp,https://github.com/d3centr/uniswap-dapp,d3centr,0,2022-12-13 23:35:52+00:00
2key/2key-subgraphs,https://github.com/2key/2key-subgraphs,2key,10,2022-12-12 05:55:51+00:00
protofire/uma-subgraph,https://github.com/protofire/uma-subgraph,protofire,4,2022-12-11 14:43:05+00:00
poanetwork/poamania-subgraph,https://github.com/poanetwork/poamania-subgraph,poanetwork,1,2022-12-11 00:09:34+00:00
sprusr/colonySubgraph,https://github.com/sprusr/colonySubgraph,sprusr,3,2022-12-09 23:52:30+00:00
sistemico/zinc-subgraph,https://github.com/sistemico/zinc-subgraph,sistemico,0,2022-12-09 17:48:55+00:00
parallel-finance/subgraph-generator,https://github.com/parallel-finance/subgraph-generator,parallel-finance,0,2022-12-08 17:28:06+00:00
eternauta1337/aragon-voting-subgraph,https://github.com/eternauta1337/aragon-voting-subgraph,eternauta1337,1,2022-12-07 18:21:07+00:00
blocklytics/foam-subgraph,https://github.com/blocklytics/foam-subgraph,blocklytics,1,2022-12-06 14:37:19+00:00
BakaOtaku/polygossip,https://github.com/BakaOtaku/polygossip,bakaotaku,0,2022-12-04 03:55:46+00:00
Nemusonaneko/token-escrow-subgraph,https://github.com/Nemusonaneko/token-escrow-subgraph,nemusonaneko,1,2022-12-02 09:35:50+00:00
NounstersDAO/nounsters-monorepo,https://github.com/NounstersDAO/nounsters-monorepo,nounstersdao,0,2022-12-02 00:15:49+00:00
Ijlal-Ishaq/Social-Blocks-Graph,https://github.com/Ijlal-Ishaq/Social-Blocks-Graph,ijlal-ishaq,0,2022-11-21 14:04:21+00:00
dswilson4/public-canto-eip721-subgraph,https://github.com/dswilson4/public-canto-eip721-subgraph,dswilson4,0,2022-11-17 01:03:48+00:00
creaton-io/creaton,https://github.com/creaton-io/creaton,creaton-io,45,2022-11-14 13:40:13+00:00
tonyfung99/tride-subgraph,https://github.com/tonyfung99/tride-subgraph,tonyfung99,1,2022-11-08 06:57:44+00:00
Omegachads/impressions-subgraph,https://github.com/Omegachads/impressions-subgraph,omegachads,0,2022-11-06 16:43:05+00:00
Hirama/graph,https://github.com/Hirama/graph,hirama,0,2022-11-05 20:56:57+00:00
Itheum/poc-identity-factory-subgraph,https://github.com/Itheum/poc-identity-factory-subgraph,itheum,0,2022-11-01 09:36:32+00:00
dezzyboy/jioswap-subgraph,https://github.com/dezzyboy/jioswap-subgraph,dezzyboy,2,2022-10-23 15:26:01+00:00
bsamuels453/erc4626-subgraph,https://github.com/bsamuels453/erc4626-subgraph,bsamuels453,7,2022-10-11 23:18:56+00:00
henri-npx/shprd-graph-global,https://github.com/henri-npx/shprd-graph-global,henri-npx,0,2022-10-11 15:36:10+00:00
SilviaMargaritaOcegueda/matic-sub,https://github.com/SilviaMargaritaOcegueda/matic-sub,silviamargaritaocegueda,0,2022-10-04 03:43:41+00:00
JeffCX/Art-Gobbler-indexer,https://github.com/JeffCX/Art-Gobbler-indexer,jeffcx,0,2022-09-27 12:57:01+00:00
Abbas-Khann/NFTicket,https://github.com/Abbas-Khann/NFTicket,abbas-khann,8,2022-09-25 18:43:17+00:00
muffinfi/muffin-subgraph,https://github.com/muffinfi/muffin-subgraph,muffinfi,1,2022-09-23 03:45:50+00:00
thisisommore/dpm-web3-contracts,https://github.com/thisisommore/dpm-web3-contracts,thisisommore,0,2022-09-21 19:07:57+00:00
0xSzeth/back-to-the-future-fantom,https://github.com/0xSzeth/back-to-the-future-fantom,0xszeth,0,2022-09-21 18:20:13+00:00
compound-finance/compound-v2-subgraph,https://github.com/compound-finance/compound-v2-subgraph,compound-finance,40,2022-09-18 05:54:13+00:00
chris13524/pap3rs,https://github.com/chris13524/pap3rs,chris13524,0,2022-09-10 15:44:12+00:00
tourist/coinscan-backend,https://github.com/tourist/coinscan-backend,tourist,4,2022-09-10 01:14:55+00:00
mux-world/mux-referral-subgraph,https://github.com/mux-world/mux-referral-subgraph,mux-world,0,2022-09-01 07:59:47+00:00
MohaiminulEraj/SUBGRAPH,https://github.com/MohaiminulEraj/SUBGRAPH,mohaiminuleraj,1,2022-08-24 12:53:00+00:00
SiriusFinance/sirius-subgraph-astar,https://github.com/SiriusFinance/sirius-subgraph-astar,siriusfinance,2,2022-08-09 07:18:15+00:00
sharathkrml/tech-assignment-1,https://github.com/sharathkrml/tech-assignment-1,sharathkrml,0,2022-08-03 10:28:56+00:00
bhargavaparoksham/badge-subgraph,https://github.com/bhargavaparoksham/badge-subgraph,bhargavaparoksham,0,2022-08-01 17:55:06+00:00
0xaaiden/burrow-subgraph,https://github.com/0xaaiden/burrow-subgraph,0xaaiden,0,2022-07-30 17:46:42+00:00
anudit/poppsubgraph,https://github.com/anudit/poppsubgraph,anudit,0,2022-07-18 03:44:52+00:00
PLSFusion/The-Hexican-Archive,https://github.com/PLSFusion/The-Hexican-Archive,plsfusion,0,2022-06-29 01:04:52+00:00
0xOddrey/BeansSubgraph,https://github.com/0xOddrey/BeansSubgraph,0xoddrey,0,2022-06-25 05:09:04+00:00
0xasimraza/Subgraph,https://github.com/0xasimraza/Subgraph,0xasimraza,0,2022-06-18 11:23:31+00:00
NFTX-project/eip721-subgraph-arbitrum,https://github.com/NFTX-project/eip721-subgraph-arbitrum,nftx-project,0,2022-06-14 09:12:32+00:00
incrypto32/billing-subgraph,https://github.com/incrypto32/billing-subgraph,incrypto32,1,2022-06-13 10:57:33+00:00
union-quest/union-quest,https://github.com/union-quest/union-quest,union-quest,7,2022-06-11 15:09:25+00:00
DimensionDev/MaskBox-Subgraph,https://github.com/DimensionDev/MaskBox-Subgraph,dimensiondev,0,2022-06-10 06:05:27+00:00
melotik/avax-nft-subgraph,https://github.com/melotik/avax-nft-subgraph,melotik,2,2022-06-05 14:34:05+00:00
blockfishio/metaspace-avatars,https://github.com/blockfishio/metaspace-avatars,blockfishio,0,2022-05-31 23:30:03+00:00
lootexchange/community-treasury,https://github.com/lootexchange/community-treasury,lootexchange,2,2022-05-30 13:44:09+00:00
web3hunt/web3hunt,https://github.com/web3hunt/web3hunt,web3hunt,4,2022-05-29 14:59:21+00:00
FarmersOnlyFi/foxswap-subgraph,https://github.com/FarmersOnlyFi/foxswap-subgraph,farmersonlyfi,0,2022-05-27 22:01:22+00:00
rtomas/lens-protocol-subgraph,https://github.com/rtomas/lens-protocol-subgraph,rtomas,1,2022-05-21 02:02:01+00:00
mrazaabbas54/Random-winner-game-,https://github.com/mrazaabbas54/Random-winner-game-,mrazaabbas54,0,2022-05-14 08:45:27+00:00
schmidsi/subgraph-dojo,https://github.com/schmidsi/subgraph-dojo,schmidsi,0,2022-05-13 10:50:48+00:00
Dapp-Learning-DAO/Dapp-Learning-WaterMargin,https://github.com/Dapp-Learning-DAO/Dapp-Learning-WaterMargin,dapp-learning-dao,3,2022-05-13 09:22:59+00:00
RumeelHussainbnb/BAS-Nodereal-Demo-TheGraph,https://github.com/RumeelHussainbnb/BAS-Nodereal-Demo-TheGraph,rumeelhussainbnb,1,2022-05-10 12:41:46+00:00
SushimiNFT/holder-subgraph,https://github.com/SushimiNFT/holder-subgraph,sushiminft,3,2022-05-07 11:20:46+00:00
open-web-academy/thegraph,https://github.com/open-web-academy/thegraph,open-web-academy,0,2022-05-07 00:31:12+00:00
envoys-lab/envoys-subgraph,https://github.com/envoys-lab/envoys-subgraph,envoys-lab,0,2022-05-05 16:47:48+00:00
crypto-stats/list-registry-subgraph,https://github.com/crypto-stats/list-registry-subgraph,crypto-stats,0,2022-05-05 13:42:07+00:00
tellor-io/tellor-multis-mumbaih-graph,https://github.com/tellor-io/tellor-multis-mumbaih-graph,tellor-io,0,2022-05-03 17:41:23+00:00
jooyyy/graph-demo,https://github.com/jooyyy/graph-demo,jooyyy,0,2022-04-29 23:32:24+00:00
fudgebucket27/lexplorerSubgraph,https://github.com/fudgebucket27/lexplorerSubgraph,fudgebucket27,0,2022-04-23 20:38:34+00:00
Braeden0415/OIN-Fincance-SubGraph,https://github.com/Braeden0415/OIN-Fincance-SubGraph,braeden0415,0,2022-04-21 18:36:23+00:00
code-fiddle/diypunks,https://github.com/code-fiddle/diypunks,code-fiddle,0,2022-04-20 16:36:16+00:00
VitalPointAI/subgraph-bisontrails-poolv1-near,https://github.com/VitalPointAI/subgraph-bisontrails-poolv1-near,vitalpointai,0,2022-04-17 18:31:02+00:00
Chainscore/comp,https://github.com/Chainscore/comp,chainscore,0,2022-04-17 10:59:36+00:00
VitalPointAI/subgraph-poolv1,https://github.com/VitalPointAI/subgraph-poolv1,vitalpointai,0,2022-04-16 19:48:18+00:00
ksatyarth2/subgraph-aave-v2,https://github.com/ksatyarth2/subgraph-aave-v2,ksatyarth2,0,2022-04-13 20:57:35+00:00
travisformayor/curio-holders,https://github.com/travisformayor/curio-holders,travisformayor,0,2022-04-12 18:48:30+00:00
Convergence-Finance/convergence-moonbeam-subgraph,https://github.com/Convergence-Finance/convergence-moonbeam-subgraph,convergence-finance,0,2022-04-06 10:02:47+00:00
Hector-Network/hector-subgraph,https://github.com/Hector-Network/hector-subgraph,hector-network,3,2022-04-01 11:07:31+00:00
z3r0d0n3/BalconyDaoGraph,https://github.com/z3r0d0n3/BalconyDaoGraph,z3r0d0n3,0,2022-03-25 07:23:48+00:00
shehanchalaka/pendle-tokens-subgraph,https://github.com/shehanchalaka/pendle-tokens-subgraph,shehanchalaka,0,2022-03-24 15:42:36+00:00
shopglobal/testnet-subgraph,https://github.com/shopglobal/testnet-subgraph,shopglobal,0,2022-03-23 22:17:03+00:00
efenstakes/gravatar-graphi,https://github.com/efenstakes/gravatar-graphi,efenstakes,0,2022-03-23 11:34:41+00:00
traversng/castlekids-subgraph,https://github.com/traversng/castlekids-subgraph,traversng,0,2022-03-22 16:22:11+00:00
Pepewitch/pancakeswap0,https://github.com/Pepewitch/pancakeswap0,pepewitch,0,2022-03-16 08:15:12+00:00
Previsionz-Blockchain/dydx-starkware-subgraph,https://github.com/Previsionz-Blockchain/dydx-starkware-subgraph,previsionz-blockchain,0,2022-03-02 14:06:31+00:00
ashlesh-settlemint/scs1,https://github.com/ashlesh-settlemint/scs1,ashlesh-settlemint,0,2022-02-24 05:19:43+00:00
hazelnutcloud/exodia-subgraph-v2,https://github.com/hazelnutcloud/exodia-subgraph-v2,hazelnutcloud,0,2022-02-24 03:47:18+00:00
mertcanaltin/full-stack-web3,https://github.com/mertcanaltin/full-stack-web3,mertcanaltin,2,2022-02-19 08:52:53+00:00
tomjrtsmith/ribbon_subgraph,https://github.com/tomjrtsmith/ribbon_subgraph,tomjrtsmith,0,2022-02-15 01:10:59+00:00
travisformayor/curiocards-wrapper-subgraph,https://github.com/travisformayor/curiocards-wrapper-subgraph,travisformayor,0,2022-02-11 19:46:16+00:00
josephkama/nft-collection-subgraph,https://github.com/josephkama/nft-collection-subgraph,josephkama,1,2022-02-11 02:24:03+00:00
alphasea-dapp/alphasea,https://github.com/alphasea-dapp/alphasea,alphasea-dapp,5,2022-02-07 09:47:29+00:00
sirnicolaz/subgraphs,https://github.com/sirnicolaz/subgraphs,sirnicolaz,0,2022-01-28 14:42:06+00:00
naman312010/ethereum-nft-subgraph,https://github.com/naman312010/ethereum-nft-subgraph,naman312010,4,2022-01-22 06:35:42+00:00
nomspace/nom-subgraph,https://github.com/nomspace/nom-subgraph,nomspace,0,2022-01-20 02:11:44+00:00
opendao-protocols/open-mint-puffcakev2-subgraph,https://github.com/opendao-protocols/open-mint-puffcakev2-subgraph,opendao-protocols,0,2022-01-16 07:42:19+00:00
Hrushi2406/nft-marketplace,https://github.com/Hrushi2406/nft-marketplace,hrushi2406,31,2022-01-14 14:29:58+00:00
Abacus-wtf/abacus-indexer,https://github.com/Abacus-wtf/abacus-indexer,abacus-wtf,0,2022-01-11 23:57:41+00:00
DIGITALAX/nix-subgraph,https://github.com/DIGITALAX/nix-subgraph,digitalax,2,2021-12-09 15:03:04+00:00
tgrecojs/index-coop-subgraph,https://github.com/tgrecojs/index-coop-subgraph,tgrecojs,1,2021-12-07 21:06:10+00:00
VitalPointAI/subgraph-dao,https://github.com/VitalPointAI/subgraph-dao,vitalpointai,0,2021-12-04 00:58:42+00:00
itsjerryokolo/Viral-Token,https://github.com/itsjerryokolo/Viral-Token,itsjerryokolo,0,2021-11-23 08:18:16+00:00
critesjosh/hello-celo-graph,https://github.com/critesjosh/hello-celo-graph,critesjosh,0,2021-11-19 16:07:51+00:00
VitalPointAI/graph-near-blocks,https://github.com/VitalPointAI/graph-near-blocks,vitalpointai,0,2021-11-15 00:09:19+00:00
beeshalrizal/balancer-merkle-orchard,https://github.com/beeshalrizal/balancer-merkle-orchard,beeshalrizal,0,2021-11-10 12:34:51+00:00
itsjerryokolo/Ethercards,https://github.com/itsjerryokolo/Ethercards,itsjerryokolo,0,2021-10-29 14:44:32+00:00
trustlines-protocol/tl-swap,https://github.com/trustlines-protocol/tl-swap,trustlines-protocol,0,2021-10-26 10:52:35+00:00
Slokh/opensea-analytics,https://github.com/Slokh/opensea-analytics,slokh,3,2021-10-14 21:48:02+00:00
protofire/autoglyphs,https://github.com/protofire/autoglyphs,protofire,7,2021-10-12 16:59:49+00:00
decentralgames/graph-ice-registrant,https://github.com/decentralgames/graph-ice-registrant,decentralgames,0,2021-10-05 01:38:37+00:00
zacel/rari-fuse-subgraph,https://github.com/zacel/rari-fuse-subgraph,zacel,4,2021-09-15 02:09:04+00:00
0xSzeth/back-to-the-future-rinkeby,https://github.com/0xSzeth/back-to-the-future-rinkeby,0xszeth,0,2021-08-27 22:50:38+00:00
rk-rishikesh/marketplace-subgraph,https://github.com/rk-rishikesh/marketplace-subgraph,rk-rishikesh,0,2021-08-23 09:27:52+00:00
fernandomg/graph-cli,https://github.com/fernandomg/graph-cli,fernandomg,0,2021-08-19 20:21:34+00:00
Yoio/OKExChain-TheGraph-Integration,https://github.com/Yoio/OKExChain-TheGraph-Integration,yoio,4,2021-08-17 01:54:30+00:00
naikaayush/orange-life-the-graph,https://github.com/naikaayush/orange-life-the-graph,naikaayush,1,2021-08-10 12:51:23+00:00
daniel-kung/swap-ok,https://github.com/daniel-kung/swap-ok,daniel-kung,0,2021-08-01 07:38:07+00:00
GITCOINDEVELOPER/Opnsbgrph,https://github.com/GITCOINDEVELOPER/Opnsbgrph,gitcoindeveloper,1,2021-07-25 06:00:55+00:00
GalloDaSballo/mai-finance-subgraph,https://github.com/GalloDaSballo/mai-finance-subgraph,gallodasballo,4,2021-06-17 18:59:57+00:00
perpfutui/apex-graph,https://github.com/perpfutui/apex-graph,perpfutui,0,2021-06-12 14:42:27+00:00
strips-finance/mock-subgraph,https://github.com/strips-finance/mock-subgraph,strips-finance,0,2021-06-07 21:38:54+00:00
jannikluhn/graffiti,https://github.com/jannikluhn/graffiti,jannikluhn,1,2021-05-27 19:07:09+00:00
massbitprotocol/indexer,https://github.com/massbitprotocol/indexer,massbitprotocol,1,2021-05-26 07:46:28+00:00
daniel-kung/OKchain-graph,https://github.com/daniel-kung/OKchain-graph,daniel-kung,0,2021-05-23 10:30:15+00:00
indexed-finance/indexed-subgraph,https://github.com/indexed-finance/indexed-subgraph,indexed-finance,0,2021-05-23 09:13:58+00:00
markusbkoch/ensaios,https://github.com/markusbkoch/ensaios,markusbkoch,0,2021-05-06 11:32:59+00:00
xdaichain/liquidity-providers-subgraph,https://github.com/xdaichain/liquidity-providers-subgraph,xdaichain,1,2021-04-29 12:24:07+00:00
xilibi2003/Gameplayer,https://github.com/xilibi2003/Gameplayer,xilibi2003,17,2021-04-29 03:25:06+00:00
stevyhacker/token-locker-web,https://github.com/stevyhacker/token-locker-web,stevyhacker,4,2021-04-24 22:54:27+00:00
mkflow27/rpsgame,https://github.com/mkflow27/rpsgame,mkflow27,0,2021-04-24 15:32:53+00:00
0xOrg/eip721-subgraph-rinkeby,https://github.com/0xOrg/eip721-subgraph-rinkeby,0xorg,0,2021-04-16 08:29:58+00:00
zhxymh/shardingdao-graph,https://github.com/zhxymh/shardingdao-graph,zhxymh,0,2021-03-26 12:37:14+00:00
hzz780/thegraph-hello,https://github.com/hzz780/thegraph-hello,hzz780,0,2021-03-24 05:00:45+00:00
merklejerk/mooncatsrescue-subgraph,https://github.com/merklejerk/mooncatsrescue-subgraph,merklejerk,4,2021-03-20 06:46:20+00:00
zapaz/compound-v2-subgraph-kovan,https://github.com/zapaz/compound-v2-subgraph-kovan,zapaz,0,2021-02-28 22:13:03+00:00
MantraDAO/om-staking-v2-subgraph,https://github.com/MantraDAO/om-staking-v2-subgraph,mantradao,0,2021-02-04 04:57:46+00:00
WillCybertron/Hiraeth-Graph-Node,https://github.com/WillCybertron/Hiraeth-Graph-Node,willcybertron,0,2021-01-24 05:33:40+00:00
smartnarrative/snn-graph-1,https://github.com/smartnarrative/snn-graph-1,smartnarrative,0,2021-01-23 17:26:33+00:00
PierrickGT/piedao-subgraph,https://github.com/PierrickGT/piedao-subgraph,pierrickgt,2,2021-01-20 21:41:57+00:00
leoyvens/ds-revert-in-memory-state,https://github.com/leoyvens/ds-revert-in-memory-state,leoyvens,0,2020-12-14 18:17:03+00:00
omgswap/omegasub,https://github.com/omgswap/omegasub,omgswap,1,2020-12-14 02:45:33+00:00
leapdao/bounty-system,https://github.com/leapdao/bounty-system,leapdao,0,2020-10-30 10:56:50+00:00
strudel-finance/relay-auction,https://github.com/strudel-finance/relay-auction,strudel-finance,0,2020-10-27 14:16:38+00:00
zyra-zia/TBTC-Explorer,https://github.com/zyra-zia/TBTC-Explorer,zyra-zia,2,2020-09-30 20:51:48+00:00
freight-trust/subgraphs,https://github.com/freight-trust/subgraphs,freight-trust,0,2020-08-18 20:20:21+00:00
lichen-lab-ltd/Blue-Coati,https://github.com/lichen-lab-ltd/Blue-Coati,lichen-lab-ltd,0,2020-08-06 22:19:41+00:00
odyssy-automaton/od-moloch-subgraphs,https://github.com/odyssy-automaton/od-moloch-subgraphs,odyssy-automaton,1,2020-01-22 21:59:35+00:00
